,tconst,startYear,runtimeMinutes,genres,averageRating,numVotes
2755748,tt4463816,2018,95,"Comedy,Crime,Drama",5.3,22840.0
1142021,tt0411705,2004,71,"Drama,Music,Romance",4.8,22832.0
1230649,tt0469263,2006,104,"Adventure,Drama,Sci-Fi",6.3,22816.0
283323,tt0070948,1974,105,"Adventure,Fantasy,Sci-Fi",5.8,22800.0
254735,tt0064072,1969,132,"Action,Drama,History",6.9,22798.0
1549424,tt11580854,2021,173,"Action,Drama,Sport",8.5,22797.0
1702542,tt13028258,2022,128,"Drama,Thriller",7.7,22785.0
1345756,tt0942384,2007,97,"Drama,Romance,Sport",7.6,22776.0
418415,tt0104756,1992,129,"Biography,Drama",7.3,22770.0
774236,tt0241025,2004,141,Drama,6.2,22768.0
1354304,tt0964587,2007,101,"Comedy,Family",5.8,22765.0
866578,tt0276816,2002,105,"Action,Horror,Mystery",6.1,22764.0
268454,tt0067355,1970,115,"Comedy,Western",7.4,22758.0
445060,tt0112572,1995,90,Comedy,6.1,22754.0
230060,tt0057831,1964,142,"Comedy,Drama",7.6,22753.0
1513618,tt11260832,2021,123,"Action,Thriller",6.1,22751.0
2106663,tt1740047,2010,112,"Comedy,Drama",7.0,22732.0
2268089,tt2077833,2012,140,"Action,Comedy,Crime",5.8,22716.0
3148060,tt7581902,2018,138,"Comedy,Romance",7.1,22716.0
3225218,tt8359816,2019,101,Drama,7.6,22707.0
416970,tt0104412,1992,119,"Comedy,Drama,Romance",6.5,22705.0
466756,tt0118983,1997,180,"Comedy,Drama,Musical",7.0,22705.0
2576418,tt3286052,2015,93,"Horror,Mystery,Thriller",5.9,22704.0
403219,tt0100685,1990,134,"Action,Crime,Drama",7.2,22703.0
2314436,tt2140037,2015,98,"Action,Drama,Western",5.9,22697.0
2826903,tt4983780,2021,147,"Action,Adventure,Sci-Fi",8.3,22692.0
1705228,tt1305591,2011,88,"Action,Adventure,Animation",5.4,22691.0
1694548,tt1294970,2014,83,"Comedy,Drama",5.7,22687.0
1141377,tt0411195,2005,128,"Comedy,Drama",7.2,22678.0
1625836,tt1226236,2009,120,"Drama,Romance",7.0,22677.0
1275799,tt0760311,2007,100,"Drama,Romance,Thriller",6.7,22675.0
2364560,tt2218003,2013,96,"Crime,Drama,Mystery",6.2,22668.0
1185989,tt0439289,2006,116,"Comedy,Drama",6.1,22666.0
404771,tt0101258,1990,100,"Crime,Drama,Romance",7.5,22663.0
3031305,tt6511932,2019,95,Comedy,5.5,22657.0
1357600,tt0974554,2008,112,"Drama,Romance",6.7,22655.0
2687407,tt3963816,2016,107,"Action,Crime,Thriller",5.5,22654.0
2648755,tt3706352,2022,101,"Mystery,Thriller",6.1,22651.0
374269,tt0093223,1987,102,"Crime,Thriller",7.2,22648.0
445996,tt0112819,1995,119,"Action,Crime,Drama",6.9,22645.0
399275,tt0099726,1990,135,Drama,6.7,22637.0
1427890,tt1051907,2007,140,"Action,Crime,Drama",7.8,22636.0
2784870,tt4669264,2018,110,"Action,Crime,Drama",6.5,22619.0
2586271,tt3347976,2013,106,Comedy,7.0,22618.0
402520,tt0100519,1990,117,"Comedy,Drama",7.3,22614.0
200509,tt0050706,1958,116,Comedy,7.7,22613.0
1193312,tt0443456,2006,120,"Crime,Drama,Romance",6.5,22610.0
367396,tt0091480,1986,113,"Drama,Romance",8.0,22602.0
1825325,tt14107554,2022,125,"Comedy,Drama",7.3,22602.0
1280699,tt0775552,2009,86,"Adventure,Comedy,Family",5.4,22590.0
2198917,tt1928340,2013,107,"Drama,Fantasy,Sci-Fi",5.6,22570.0
221716,tt0055852,1962,90,"Comedy,Drama,Music",7.9,22569.0
2384806,tt2261287,2016,89,"Adventure,Animation,Comedy",6.7,22566.0
410991,tt0102744,1990,119,"Action,Adventure,Drama",6.9,22565.0
2667790,tt3819668,2015,93,"Action,Adventure,Animation",7.2,22565.0
873107,tt0279331,2002,118,"Crime,Drama,Thriller",6.6,22563.0
465860,tt0118755,1997,89,"Adventure,Comedy,Family",5.8,22549.0
3137469,tt7488208,2020,95,"Adventure,Animation,Comedy",6.3,22543.0
400857,tt0100114,1990,93,"Action,Crime,Drama",5.9,22541.0
1009395,tt0342492,2003,100,"Comedy,Drama",7.2,22539.0
330911,tt0082484,1981,100,"Adventure,Drama,History",7.3,22522.0
410896,tt0102719,1991,90,"Comedy,Family",4.8,22520.0
1385970,tt1018765,2015,107,"Comedy,Drama",6.1,22516.0
994910,tt0335563,2003,104,"Crime,Drama,Mystery",6.5,22508.0
460280,tt0117011,1996,101,"Action,Thriller",5.5,22505.0
1381594,tt1014762,2009,118,Documentary,8.5,22502.0
2492642,tt2725962,2014,95,"Comedy,Drama",6.9,22492.0
2635140,tt3626476,2021,103,"Adventure,Comedy",6.3,22487.0
2458044,tt2515030,2014,120,"Crime,Drama,History",6.5,22484.0
197284,tt0049902,1956,101,"Drama,Thriller,War",8.3,22471.0
709282,tt0210234,1999,84,"Action,Adventure,Animation",6.0,22466.0
2625966,tt3576728,2015,105,"Action,Adventure,Animation",7.7,22466.0
445527,tt0112688,1995,128,"Crime,Drama,Mystery",6.9,22461.0
2473271,tt2608224,2013,138,"Biography,Drama,History",7.7,22456.0
231193,tt0058083,1964,112,"Drama,Thriller",8.0,22448.0
2626188,tt3577624,2015,106,"Comedy,Drama,War",6.8,22442.0
2232624,tt1995390,2016,108,"Crime,Drama,Thriller",6.2,22425.0
443148,tt0111693,1994,126,"Drama,Romance",6.5,22423.0
1799342,tt13873302,2022,102,"Adventure,Drama,History",6.5,22415.0
304200,tt0076141,1977,94,"Comedy,Mystery,Thriller",6.6,22381.0
1310769,tt0837106,2007,139,"Action,Drama,Romance",6.6,22374.0
3073825,tt6882604,2020,109,"Drama,Mystery,Sci-Fi",6.3,22374.0
354633,tt0088206,1984,124,"Action,Adventure,Fantasy",4.4,22365.0
1118526,tt0396184,2004,100,"Action,Crime,Drama",7.3,22351.0
1177023,tt0433412,2006,98,"Comedy,Family,Romance",3.9,22350.0
2629675,tt3595298,2015,164,"Action,Drama,Musical",4.4,22340.0
188654,tt0047849,1955,81,"Crime,Drama,Mystery",7.7,22338.0
458383,tt0116514,1996,85,"Horror,Sci-Fi",5.0,22338.0
2789922,tt4701724,2018,89,"Adventure,Animation,Comedy",6.1,22338.0
581211,tt0164961,2001,98,"Action,Crime,Fantasy",6.4,22331.0
1261520,tt0491747,2006,110,Drama,7.5,22315.0
187814,tt0047573,1954,94,"Horror,Sci-Fi",7.2,22299.0
3066173,tt6821012,2018,116,Comedy,5.2,22298.0
763344,tt0236027,2000,109,"Action,Comedy,Crime",7.6,22297.0
2826685,tt4981966,2016,164,"Action,Comedy,Drama",7.9,22297.0
318493,tt0079540,1979,94,Comedy,6.2,22291.0
357718,tt0089114,1985,109,"Adventure,Comedy,Family",6.4,22291.0
2790119,tt4703048,2017,94,"Action,Drama,History",6.2,22284.0
1629871,tt1230165,2008,145,"Drama,Music",7.7,22263.0
2272315,tt2085910,2012,102,Documentary,6.2,22261.0
1392626,tt1023500,2009,89,"Comedy,Horror,Sci-Fi",6.0,22245.0
223727,tt0056291,1962,94,"Drama,Thriller",7.4,22231.0
332313,tt0082782,1981,90,"Horror,Mystery,Thriller",6.2,22227.0
1060246,tt0365885,2005,118,"Comedy,Drama",6.8,22225.0
2425007,tt2365580,2019,109,"Comedy,Drama",6.5,22215.0
152228,tt0038733,1946,104,"Drama,Fantasy,Romance",8.0,22213.0
2950269,tt5884784,2017,90,"Horror,Thriller",5.5,22210.0
297239,tt0074452,1976,135,"Adventure,Drama,Thriller",6.9,22200.0
1701838,tt1302067,2010,81,"Adventure,Animation,Comedy",4.6,22197.0
1711436,tt13109952,2021,113,"Action,Comedy,Horror",6.9,22191.0
336373,tt0083798,1982,88,"Comedy,Crime,Mystery",6.8,22189.0
325043,tt0081070,1980,114,"Crime,Drama,Mystery",7.6,22175.0
312535,tt0078087,1978,94,"Comedy,Horror,Sci-Fi",5.9,22160.0
3144373,tt7545524,2018,103,Drama,6.7,22156.0
612647,tt0177858,2000,99,"Adventure,Comedy,Romance",7.7,22151.0
2098837,tt1724970,2017,106,"Action,Adventure,Sci-Fi",5.3,22151.0
1294125,tt0804463,2013,114,"Biography,Crime,Drama",6.1,22150.0
2513721,tt2882328,2013,128,"Crime,Drama,Mystery",7.9,22150.0
2306535,tt2131532,2015,84,"Horror,Sci-Fi,Thriller",6.4,22149.0
2963793,tt5989218,2018,117,"Drama,Romance",6.8,22149.0
2110135,tt1748207,2011,87,"Drama,Mystery,Sci-Fi",6.6,22148.0
2102263,tt1731701,2015,96,"Action,Comedy",5.4,22143.0
2210510,tt1950235,2019,92,"Comedy,Romance",5.8,22134.0
1172772,tt0430770,2008,114,"Comedy,Drama",5.0,22130.0
1018304,tt0346336,2003,366,"Drama,Romance",8.5,22129.0
227382,tt0057163,1963,112,"Drama,Western",7.8,22116.0
2548153,tt3111426,2020,95,"Crime,Drama,Mystery",6.1,22116.0
2938822,tt5804038,2016,93,"Documentary,History",7.9,22110.0
1326404,tt0884224,2008,107,"Action,Comedy,Thriller",5.5,22106.0
951326,tt0315297,2004,97,"Crime,Drama,Mystery",5.3,22089.0
353468,tt0087957,1984,111,"Drama,Music,Romance",6.5,22076.0
539491,tt0145653,1999,145,"Biography,Drama",7.3,22075.0
430883,tt0108185,1993,114,"Drama,Mystery,Romance",6.2,22068.0
1290929,tt0795434,2007,128,"Comedy,Drama,Romance",7.1,22068.0
3317807,tt9351980,2019,110,Documentary,7.4,22067.0
1231308,tt0469903,2008,130,"Biography,Drama,Sport",7.2,22064.0
1549512,tt11581174,2021,158,"Action,Drama",8.0,22058.0
1258068,tt0489282,2008,87,"Adventure,Comedy",5.2,22051.0
2432914,tt2388637,2013,96,"Crime,Drama,Romance",6.4,22040.0
332318,tt0082783,1981,110,"Comedy,Drama",7.7,22032.0
1916305,tt1486190,2010,107,"Comedy,Drama,Romance",6.2,22032.0
1414259,tt10418662,2021,96,"Action,Adventure,Drama",4.9,22028.0
2450913,tt2471640,2012,90,"Adventure,Drama,Thriller",7.6,21997.0
306964,tt0076740,1977,121,"Adventure,Drama,Thriller",7.7,21993.0
1415938,tt1042877,2008,109,"Biography,Drama,Music",7.0,21986.0
621300,tt0180748,1999,91,"Action,Comedy,Crime",7.3,21983.0
2740522,tt4348012,2017,86,"Action,Comedy,Horror",6.4,21983.0
3323890,tt9419834,2019,97,Thriller,4.4,21978.0
341100,tt0084865,1982,134,"Comedy,Music,Romance",7.6,21972.0
1937784,tt1508675,2011,93,"Comedy,Drama",7.2,21967.0
3202076,tt8096832,2019,111,"Adventure,Comedy,Family",6.2,21966.0
411845,tt0102943,1990,97,"Comedy,Drama",7.0,21963.0
681567,tt0199725,2000,124,"Drama,Romance,Sport",7.2,21963.0
219374,tt0055277,1961,129,"Comedy,Family,Romance",7.2,21959.0
1084961,tt0377752,2004,105,"Drama,Romance",7.7,21954.0
406325,tt0101635,1991,101,"Comedy,Drama,Family",5.8,21952.0
2507171,tt2828996,2014,86,"Comedy,Fantasy,Horror",4.6,21952.0
2196369,tt1921149,2014,114,"Adventure,Crime,Drama",7.1,21949.0
413591,tt0103596,1992,84,"Action,Comedy,Family",5.3,21934.0
1319184,tt0860906,2009,112,"Action,Animation,Drama",7.9,21933.0
2911300,tt5595168,2016,110,"Action,Adventure,Animation",6.7,21922.0
417568,tt0104558,1992,96,"Action,Comedy,Crime",6.9,21921.0
3088472,tt7026672,2018,97,"Drama,Fantasy,Romance",6.4,21920.0
2643135,tt3674140,2014,110,"Biography,Documentary,History",8.4,21907.0
312861,tt0078163,1978,99,"Comedy,Crime,Mystery",6.6,21905.0
336024,tt0083722,1982,118,"Fantasy,Horror,Thriller",6.2,21889.0
1510893,tt11235772,2021,116,"Drama,Mystery,Thriller",6.0,21889.0
428124,tt0107473,1993,97,"Comedy,Crime,Drama",6.2,21884.0
2648488,tt3704700,2016,88,"Biography,Drama",6.6,21879.0
446413,tt0112922,1995,103,"Action,Comedy,Crime",7.3,21861.0
569864,tt0159382,1998,94,"Crime,Drama",7.0,21859.0
2331514,tt2171867,2013,94,"Action,Crime,Thriller",5.2,21858.0
1137708,tt0408524,2005,113,"Comedy,Sport",5.8,21843.0
2436199,tt2398241,2017,90,"Adventure,Animation,Comedy",5.9,21843.0
1633131,tt1233381,2008,109,Drama,7.3,21834.0
1349105,tt0951216,2008,104,"Comedy,Crime,Thriller",5.8,21830.0
2936495,tt5785170,2017,155,"Comedy,Drama,Romance",7.2,21816.0
228595,tt0057427,1962,119,"Drama,Mystery,Thriller",7.6,21812.0
1228014,tt0467110,2007,100,"Action,Adventure,Comedy",4.7,21807.0
354574,tt0088194,1984,93,"Action,Crime,Drama",6.7,21803.0
1451090,tt1071804,2009,107,"Action,Drama,Fantasy",6.8,21792.0
107528,tt0027996,1936,115,"Comedy,Drama,Romance",7.8,21787.0
1758483,tt1349451,2011,91,"Comedy,Drama",6.2,21786.0
2522520,tt2944198,2014,92,"Adventure,Drama,Horror",6.0,21785.0
3113660,tt7255568,2019,146,"Action,Comedy,Drama",2.1,21781.0
710085,tt0210616,2000,115,"Drama,Music,Romance",6.6,21769.0
2784501,tt4667094,2016,92,Comedy,3.5,21765.0
324359,tt0080923,1980,106,Horror,6.5,21762.0
2197936,tt1926313,2011,149,"Comedy,Drama,Romance",7.6,21755.0
390281,tt0097366,1989,95,"Comedy,Crime,Mystery",6.1,21748.0
435131,tt0109592,1994,105,"Comedy,Horror",7.1,21739.0
1175693,tt0432402,2006,100,"Biography,Drama",6.4,21737.0
419869,tt0105128,1992,100,"Fantasy,Horror,Thriller",4.8,21734.0
2404314,tt2302966,2015,188,"Action,Drama,Romance",7.3,21732.0
2521359,tt2937366,2017,94,"Comedy,Fantasy,Horror",5.7,21730.0
414927,tt0103924,1992,100,"Adventure,Comedy",5.8,21729.0
283705,tt0071141,1974,92,"Drama,Romance",8.0,21727.0
1476947,tt1092633,2009,89,Comedy,5.7,21727.0
2781356,tt4645330,2016,109,"Biography,Drama",6.7,21725.0
404968,tt0101316,1992,115,"Biography,Drama,Romance",6.8,21721.0
382288,tt0095270,1988,92,"Comedy,Drama,Family",7.0,21717.0
338769,tt0084335,1982,122,"Biography,Drama,History",7.7,21716.0
911483,tt0295254,2002,101,"Crime,Horror,Thriller",3.4,21708.0
522926,tt0138946,2000,115,"Crime,Drama,Romance",6.4,21702.0
465910,tt0118767,1997,96,"Action,Crime,Drama",7.8,21700.0
1575813,tt11804152,2021,88,Thriller,5.8,21697.0
1523044,tt1134854,2009,90,"Comedy,Drama,Horror",4.8,21696.0
473550,tt0120753,2000,122,"Drama,Mystery,Thriller",5.8,21695.0
1383848,tt1016301,2007,89,"Mystery,Thriller",6.6,21691.0
2794324,tt4733640,2016,109,"Crime,Mystery,Thriller",6.3,21690.0
2469474,tt2581244,2014,89,"Comedy,Fantasy,Horror",5.6,21688.0
3104476,tt7170950,2018,98,"Comedy,Drama",6.1,21676.0
1421619,tt1046947,2008,93,"Drama,Romance",6.6,21673.0
1190264,tt0441774,2006,108,"Biography,Crime,Drama",6.4,21669.0
1278333,tt0768212,2007,90,"Action,Adventure,Drama",6.2,21668.0
1175945,tt0432637,2006,185,"Action,Adventure,Sci-Fi",6.4,21663.0
363340,tt0090563,1986,185,"Drama,Romance",7.3,21662.0
131752,tt0033804,1941,94,"Comedy,Romance",7.7,21650.0
342194,tt0085255,1983,109,"Action,Crime,Drama",6.4,21636.0
2876419,tt5311542,2018,189,"Biography,Drama,Romance",7.7,21633.0
1519402,tt11317142,2020,77,"Comedy,Drama",7.1,21632.0
369193,tt0091886,1986,122,"Drama,History,Thriller",7.4,21611.0
907410,tt0293416,2001,108,"Adventure,Animation,Drama",7.2,21604.0
2659869,tt3766394,2015,90,"Comedy,Drama,Romance",6.6,21596.0
214466,tt0054130,1961,122,Drama,8.0,21594.0
310547,tt0077663,1978,101,"Comedy,Fantasy,Romance",6.9,21594.0
3211200,tt8201852,2020,93,"Horror,Thriller",5.4,21589.0
259403,tt0065143,1970,96,"Horror,Mystery,Thriller",7.1,21588.0
1295904,tt0808244,2008,97,"Comedy,Romance",6.6,21581.0
1542877,tt1151922,2009,90,"Comedy,Romance",5.0,21576.0
430898,tt0108188,1993,94,"Action,Comedy,Crime",7.5,21571.0
352547,tt0087755,1984,94,"Adventure,Comedy,Drama",6.8,21570.0
394153,tt0098253,1989,123,"Drama,Horror,Thriller",7.5,21563.0
1635740,tt1235796,2009,111,"Drama,Mystery,Romance",6.8,21555.0
2842414,tt5097410,2019,100,"Adventure,Comedy,Family",6.3,21554.0
407167,tt0101829,1991,112,"Drama,Thriller",7.6,21553.0
562461,tt0156934,1999,133,"Drama,Mystery,Romance",5.3,21550.0
407965,tt0102015,1991,96,Documentary,8.1,21537.0
348353,tt0086617,1982,115,"Drama,Romance,War",7.1,21536.0
161516,tt0041090,1949,101,"Comedy,Romance",7.5,21522.0
2119096,tt1763264,2012,86,"Horror,Thriller",5.9,21521.0
363124,tt0090357,1985,109,"Adventure,Fantasy,Mystery",6.8,21513.0
3208263,tt8169446,2019,103,"Adventure,Comedy,Drama",5.4,21502.0
2374059,tt2239832,2014,106,"Comedy,Romance",5.7,21487.0
2399656,tt2291540,2017,107,"Biography,Drama,Horror",6.2,21482.0
294446,tt0073705,1975,87,"Horror,Sci-Fi",6.4,21475.0
1164493,tt0425333,2005,99,"Comedy,Drama",8.1,21474.0
485276,tt0124879,1998,114,"Comedy,Drama,Family",6.8,21469.0
471497,tt0120202,2000,105,"Comedy,Drama",6.7,21467.0
1002337,tt0339230,2003,90,"Action,Comedy",6.7,21460.0
478539,tt0122459,2000,115,"Comedy,Drama,Romance",6.9,21454.0
432207,tt0108551,1993,118,"Biography,Drama,Music",7.3,21453.0
2943202,tt5834760,2018,103,"Drama,Fantasy,Horror",5.8,21451.0
219270,tt0055256,1961,104,Comedy,7.9,21447.0
180894,tt0045897,1953,95,"Crime,Drama,Thriller",7.2,21439.0
2962500,tt5977276,2019,108,"Drama,Romance,War",6.3,21436.0
1574237,tt1179025,2010,107,"Action,Adventure,Comedy",6.3,21430.0
1160073,tt0422774,2007,92,"Comedy,Family",4.2,21420.0
1804911,tt13919802,2022,147,"Action,Drama,Sport",6.6,21420.0
1937116,tt15083184,2022,110,Thriller,6.1,21418.0
959872,tt0318761,2005,96,"Comedy,Drama",6.5,21413.0
430733,tt0108149,1993,112,"Comedy,Drama,Mystery",6.8,21412.0
2226007,tt1985019,2013,97,"Comedy,Romance",6.3,21411.0
1385859,tt10187208,2021,106,"Adventure,Drama,Family",6.7,21400.0
1630093,tt1230385,2010,157,"Action,Crime,Drama",7.3,21399.0
2921508,tt5664636,2018,90,"Adventure,Comedy,Fantasy",5.6,21398.0
84136,tt0022286,1931,83,"Crime,Drama",7.6,21396.0
1260806,tt0491203,2017,105,"Drama,History,Romance",6.2,21395.0
336532,tt0083833,1982,110,"Comedy,Drama",7.1,21384.0
634105,tt0184791,2001,95,"Drama,Romance,Thriller",6.1,21376.0
352756,tt0087799,1984,95,"Comedy,Horror,Sci-Fi",6.3,21373.0
401301,tt0100212,1990,97,"Comedy,Crime",6.2,21371.0
1088363,tt0379225,2003,145,"Documentary,History",8.0,21370.0
268845,tt0067445,1971,130,"Drama,Romance",7.4,21363.0
1150367,tt0417433,2006,108,"Drama,Romance,Sport",5.8,21358.0
2180213,tt1876277,2012,104,"Action,Biography,Drama",7.1,21358.0
1284119,tt0780607,2007,103,"Horror,Sci-Fi,Thriller",6.0,21354.0
437010,tt0110076,1994,206,"Comedy,Drama,Musical",7.5,21351.0
2648892,tt3707106,2015,122,"Drama,Romance",5.3,21348.0
891185,tt0286751,2001,119,"Horror,Mystery,Sci-Fi",6.5,21347.0
359881,tt0089606,1985,101,"Comedy,Drama",7.6,21340.0
1097095,tt0383060,2006,93,"Action,Adventure,Comedy",4.3,21340.0
443554,tt0111797,1994,124,"Comedy,Drama,Romance",7.8,21338.0
392471,tt0097858,1989,97,"Comedy,Music,Musical",6.6,21333.0
1352947,tt0961097,2011,90,"Adventure,Animation,Comedy",6.7,21332.0
247320,tt0062138,1967,92,"Crime,Drama,Thriller",7.3,21321.0
785274,tt0245238,2001,103,"Drama,Romance",6.8,21320.0
2110113,tt1748197,2011,85,"Action,Crime,Drama",4.4,21320.0
3344620,tt9664108,2021,108,"Adventure,Sci-Fi,Thriller",5.4,21316.0
2405834,tt2309021,2013,105,"Drama,Horror,Thriller",5.9,21315.0
948113,tt0314063,2004,103,"Drama,Sci-Fi,Thriller",5.9,21311.0
434364,tt0109402,1994,97,"Action,Adventure,Comedy",5.8,21303.0
1519160,tt11314148,2021,146,Romance,7.6,21294.0
2941661,tt5822564,2019,102,"Action,Crime,Drama",5.6,21292.0
123137,tt0031725,1939,110,"Comedy,Romance",7.8,21280.0
2407732,tt2316801,2014,112,"Drama,Family,Fantasy",6.4,21245.0
294926,tt0073812,1975,111,"Drama,Musical",6.6,21243.0
2670109,tt3835080,2016,102,"Horror,Thriller",5.1,21234.0
220239,tt0055471,1961,124,"Drama,Romance",7.7,21225.0
564571,tt0157583,2001,119,"Drama,Mystery,Romance",6.4,21216.0
473646,tt0120777,1998,105,"Comedy,Drama,Romance",6.4,21214.0
2719217,tt4196450,2016,120,"Biography,Drama,History",6.5,21214.0
470338,tt0119891,1998,96,"Horror,Sci-Fi,Thriller",5.4,21212.0
391881,tt0097722,1989,108,Drama,7.4,21206.0
1225114,tt0464913,2006,99,"Action,Adventure,Comedy",7.0,21201.0
126274,tt0032484,1940,120,"Action,Romance,Thriller",7.5,21200.0
942979,tt0311648,2003,80,"Comedy,Drama",7.0,21200.0
960229,tt0318974,2004,137,"Drama,History,War",6.0,21200.0
3062693,tt6788942,2017,130,"Comedy,Crime,Drama",7.6,21198.0
2190430,tt1901024,2016,92,"Crime,Drama,Thriller",4.7,21196.0
1193540,tt0443559,2008,95,"Action,Crime,Drama",6.0,21193.0
459058,tt0116704,1996,107,"Action,Adventure,Comedy",6.6,21187.0
391939,tt0097737,1989,98,"Adventure,Horror,Mystery",5.8,21185.0
413092,tt0103247,1991,107,"Adventure,Drama",6.7,21183.0
1398572,tt10287954,2020,117,"Adventure,Comedy,Drama",7.0,21178.0
222765,tt0056085,1962,164,Western,7.0,21173.0
436821,tt0110027,1994,99,"Action,Fantasy,Romance",4.4,21173.0
218955,tt0055184,1961,125,"Drama,Romance,Western",7.2,21158.0
3310523,tt9260636,2019,179,"Action,Drama,Sport",6.7,21158.0
2425761,tt2368553,2013,99,"Action,Crime,Thriller",6.0,21154.0
1500333,tt11140488,2020,85,"Comedy,Horror,Mystery",6.2,21147.0
936147,tt0308506,2002,99,"Comedy,Family,Fantasy",5.3,21135.0
2260503,tt2062700,2017,129,"Drama,Music,Romance",5.6,21135.0
1018031,tt0346094,2002,110,Drama,7.5,21134.0
256720,tt0064541,1969,111,"Drama,Family",7.9,21129.0
2088197,tt1702425,2012,85,"Comedy,Western",5.5,21128.0
2207188,tt1942884,2012,103,"Documentary,Drama",7.6,21127.0
1379166,tt1012804,2008,99,"Drama,Sport",6.7,21126.0
3323708,tt9419056,2021,99,"Drama,Horror,Mystery",5.1,21124.0
2373348,tt2238032,2016,107,"Action,Adventure,Comedy",5.6,21114.0
2765994,tt4532038,2020,94,"Comedy,Drama,Family",5.6,21114.0
419340,tt0104990,1992,121,"Drama,Family,History",6.9,21111.0
2331306,tt2170667,2014,115,Drama,8.3,21111.0
2786344,tt4679210,2015,156,"Comedy,Drama,Romance",8.3,21096.0
279198,tt0070016,1973,94,"Adventure,Animation,Drama",6.9,21082.0
3152234,tt7618184,2018,140,Drama,7.3,21066.0
407922,tt0102004,1991,111,"Action,Comedy,Crime",6.3,21059.0
1124389,tt0400234,2004,143,"Action,Crime,Drama",8.4,21049.0
2964951,tt5997666,2017,143,"Comedy,Drama,Romance",5.0,21034.0
640158,tt0186894,2000,106,"Drama,Romance",5.8,21032.0
2877994,tt5322012,2017,90,"Drama,Fantasy,Horror",5.0,21030.0
383396,tt0095519,1988,88,Comedy,6.3,21022.0
1224395,tt0464049,2006,109,"Comedy,Drama,Romance",6.8,21022.0
2104708,tt1735485,2011,94,"Horror,Mystery,Thriller",5.8,21018.0
465876,tt0118760,1997,113,"Drama,Romance,Sport",7.0,21017.0
2961729,tt5970844,2018,164,"Action,Adventure",4.0,21017.0
1578091,tt11827628,2022,114,"Action,Crime,Thriller",5.7,21009.0
1690966,tt12908110,2022,104,"Drama,Horror,Mystery",6.0,20979.0
2518126,tt2917388,2015,95,"Action,Crime,Drama",6.1,20978.0
2991560,tt6199572,2020,103,"Biography,Crime,Drama",4.7,20975.0
362068,tt0090103,1985,100,"Comedy,Drama,Romance",7.0,20969.0
1052520,tt0361411,2004,122,"Comedy,Drama,Musical",6.2,20967.0
2166225,tt1847731,2011,82,Drama,7.4,20955.0
398564,tt0099558,1991,106,"Action,Adventure,Comedy",7.2,20951.0
402225,tt0100449,1990,89,"Comedy,Crime",6.8,20946.0
1256869,tt0488414,2006,155,"Action,Crime,Drama",8.1,20946.0
455109,tt0115632,1996,107,"Biography,Drama",6.9,20942.0
2476885,tt2625810,2015,101,"Drama,Thriller",5.8,20942.0
253839,tt0063759,1968,90,"Drama,Horror",7.6,20940.0
788187,tt0246464,2002,85,"Comedy,Crime,Thriller",6.4,20930.0
2113021,tt1753496,2012,100,"Action,Animation,Horror",6.4,20923.0
2884276,tt5360952,2018,103,"Action,Adventure,Crime",5.1,20920.0
507037,tt0133046,1999,96,"Comedy,Thriller",5.3,20918.0
439399,tt0110684,1994,110,"Comedy,Drama",7.3,20915.0
295647,tt0074102,1976,109,"Drama,Romance",6.6,20914.0
446142,tt0112857,1995,102,"Crime,Drama,Mystery",6.7,20912.0
2362800,tt2215477,2013,150,"Drama,Musical,Romance",6.4,20908.0
456101,tt0115907,1996,111,"Crime,Drama,Mystery",6.2,20905.0
47864,tt0014429,1923,74,"Action,Comedy,Thriller",8.1,20902.0
1785173,tt1373215,2009,107,Comedy,4.4,20897.0
1724285,tt1322930,2008,113,"Drama,Romance",6.8,20896.0
1150269,tt0417397,2005,139,"Action,Drama,History",7.1,20886.0
1331799,tt0901507,2007,119,"Action,Biography,Crime",6.8,20883.0
997527,tt0337103,2004,100,"Action,Crime,Mystery",5.9,20879.0
3162515,tt7711170,2020,98,"Drama,Horror,Mystery",6.2,20875.0
2438181,tt2403029,2013,83,"Comedy,Sci-Fi",3.2,20871.0
401720,tt0100318,1990,102,Thriller,6.4,20860.0
1075465,tt0373283,2003,90,"Action,Drama,War",6.7,20859.0
235813,tt0059183,1965,142,"Adventure,Drama",7.5,20849.0
1148023,tt0416185,2007,112,"Drama,Sport",6.7,20849.0
2928851,tt5723286,2017,82,"Action,Crime,Thriller",6.4,20839.0
681414,tt0199683,1999,122,"Comedy,Drama",7.7,20837.0
433873,tt0109287,1994,93,"Comedy,Crime,Family",5.2,20835.0
2502341,tt2793490,2014,98,"Horror,Mystery",6.0,20832.0
2475235,tt2617828,2013,97,"Drama,Romance",7.5,20823.0
455297,tt0115678,1996,109,"Drama,Romance",7.3,20813.0
1177028,tt0433416,2006,122,Drama,7.5,20809.0
3236420,tt8485364,2019,100,"Drama,Fantasy,Horror",6.0,20808.0
2048648,tt1634121,2011,100,"Adventure,Fantasy,Horror",5.4,20807.0
1723750,tt13223398,2022,93,"Adventure,Drama,Horror",5.6,20802.0
1855802,tt1434447,2009,150,"Comedy,Drama",7.5,20792.0
398813,tt0099615,1990,102,"Comedy,Crime",6.4,20787.0
2046112,tt1630036,2011,130,Drama,6.8,20785.0
2237717,tt2011159,2014,84,"Crime,Horror,Thriller",5.6,20774.0
2432339,tt2386404,2015,99,"Comedy,Drama,Fantasy",6.3,20774.0
